Transaction_ID,Amount,Time,Transaction_Type,Location,Card_Type,Merchant_Category,Device_Type,Previous_Fraudulent,Fraudulent
1583,2974.409294254934,73755,POS,UK,MasterCard,Food,Laptop,1,0
1584,2486.3504600015513,23464,POS,USA,MasterCard,Travel,Mobile,1,0
1585,4938.988673473362,51137,POS,USA,Visa,Food,Laptop,0,0
1586,686.516564020882,30232,POS,Canada,Amex,Electronics,Laptop,0,0
1587,3477.247047467731,61497,POS,UK,Discover,Travel,Desktop,1,0
1588,2024.572246680939,74024,Online,UK,Visa,Travel,Mobile,0,0
1589,2143.8570765534455,51448,POS,India,Visa,Grocery,Desktop,0,0
1590,3589.4008394625903,84517,ATM,India,Discover,Travel,Desktop,0,0
1591,3463.7185758652263,901,ATM,UK,Amex,Retail,Laptop,0,0
1592,4956.32368854243,83597,POS,Canada,Discover,Food,Laptop,1,0
1593,646.3294758233556,2881,ATM,UK,Visa,Food,Tablet,1,0
1594,525.0276986739109,29863,Online,India,Visa,Grocery,Laptop,0,0
1595,3623.072391558062,5622,Online,UK,MasterCard,Travel,Tablet,1,1
1596,2894.0426504470133,1378,POS,India,Discover,Electronics,Desktop,0,0
1597,1374.4325294662303,83168,POS,UK,Discover,Retail,Laptop,0,0
1598,401.6997480999881,71186,POS,Germany,Discover,Grocery,Mobile,1,0
1599,432.86295673417055,45201,ATM,India,Visa,Travel,Mobile,0,0
1600,4471.483418947271,59251,ATM,Canada,Amex,Electronics,Desktop,1,0
1601,963.3772869701208,72572,Online,Germany,Visa,Travel,Desktop,1,0
1602,1620.240952767026,39255,ATM,UK,MasterCard,Grocery,Laptop,1,0
1603,1137.1487291238052,63212,Online,India,Visa,Electronics,Tablet,1,0
1604,1778.2065476305268,50210,ATM,Germany,Visa,Electronics,Laptop,1,0
1605,351.7720945167364,22499,Online,Canada,Visa,Electronics,Tablet,1,0
1606,2597.7036555868103,51628,POS,India,MasterCard,Electronics,Laptop,1,0
1607,342.72475514311344,61360,ATM,Germany,Discover,Travel,Mobile,1,0
1608,4002.780756572696,4603,Online,Germany,Amex,Electronics,Mobile,1,0
1609,1172.391849142613,85473,ATM,Germany,Amex,Travel,Tablet,0,0
1610,2702.3595134495304,12632,POS,USA,MasterCard,Electronics,Laptop,1,0
1611,4400.995042369484,30607,Online,UK,Discover,Electronics,Desktop,0,0
1612,3256.132458390735,65756,ATM,India,Discover,Grocery,Tablet,1,0
1613,2667.12414382392,46994,ATM,India,MasterCard,Travel,Mobile,0,0
1614,1625.0470968113011,63382,POS,India,Visa,Travel,Tablet,1,0
1615,1668.3445557256987,70354,POS,Germany,Discover,Food,Laptop,1,0
1616,3349.0873412149595,56344,Online,UK,Amex,Grocery,Desktop,1,0
1617,4970.726109299731,53775,ATM,Canada,MasterCard,Travel,Desktop,0,0
1618,3310.886753297646,7349,ATM,India,Amex,Grocery,Tablet,0,1
1619,2791.1281697632744,71154,POS,UK,Visa,Grocery,Laptop,1,0
1620,3654.599298645034,27464,POS,UK,MasterCard,Grocery,Laptop,0,0
1621,2328.7020333571722,42624,Online,USA,Amex,Retail,Desktop,1,0
1622,305.4110012909222,37344,ATM,India,Amex,Travel,Mobile,0,0
1623,2813.6725953101595,83791,ATM,Germany,Visa,Grocery,Laptop,0,0
1624,4788.338296104374,24299,Online,UK,MasterCard,Retail,Desktop,0,0
1625,880.6381970765099,47975,Online,UK,Discover,Retail,Desktop,1,0
1626,3451.5744296492253,1462,POS,Canada,Discover,Electronics,Laptop,0,0
1627,1008.6637748519871,81441,POS,USA,Amex,Electronics,Laptop,0,0
1628,2681.459283943041,81788,Online,UK,Visa,Travel,Tablet,1,0
1629,487.8988659853645,40581,Online,UK,Amex,Electronics,Mobile,1,0
1630,2254.6028266096346,71289,ATM,Germany,Visa,Travel,Tablet,0,0
1631,3782.035827831754,14175,Online,Germany,Discover,Retail,Tablet,0,0
1632,1741.1197635737155,6191,Online,Canada,Amex,Retail,Desktop,1,0
1633,3326.234063813654,83434,ATM,Canada,Amex,Travel,Desktop,1,0
1634,3978.272554144697,84518,Online,Canada,Visa,Electronics,Mobile,1,0
1635,4636.253208299866,80158,POS,Germany,MasterCard,Electronics,Tablet,1,0
1636,1177.0371988679904,66537,POS,Germany,Visa,Travel,Tablet,1,0
1637,1999.5829994674941,47645,ATM,USA,MasterCard,Food,Desktop,0,0
1638,766.317986585435,23283,Online,India,Discover,Electronics,Desktop,1,0
1639,4962.455093281084,59123,POS,India,Amex,Grocery,Laptop,1,0
1640,4635.369834781855,30024,POS,USA,Amex,Electronics,Tablet,0,0
1641,2702.085865751395,49630,POS,India,Visa,Food,Mobile,1,0
1642,4210.956305410225,30734,POS,Germany,Visa,Retail,Tablet,1,0
1643,2607.1850964738505,515,Online,India,Discover,Retail,Desktop,1,0
1644,3119.810511573785,66727,Online,Germany,Discover,Retail,Laptop,0,0
1645,450.176538419503,46216,Online,USA,MasterCard,Electronics,Tablet,1,0
1646,3777.5757503815557,71833,Online,Canada,Discover,Retail,Mobile,1,0
1647,642.9288507579979,58755,POS,USA,Discover,Food,Desktop,1,0
1648,4131.207813111379,27856,ATM,India,Discover,Food,Laptop,1,0
1649,3911.2302979135775,73870,ATM,Germany,Discover,Electronics,Tablet,0,0
1650,3545.179765226167,24162,POS,India,MasterCard,Grocery,Mobile,0,0
1651,185.62110072118676,6008,POS,India,Discover,Electronics,Desktop,1,0
1652,1519.1261379469165,7987,ATM,Canada,MasterCard,Retail,Mobile,1,0
1653,1319.2472867046602,62532,ATM,India,Visa,Electronics,Tablet,1,0
1654,1803.8813553202378,3332,POS,Canada,Amex,Food,Desktop,1,0
1655,442.7755200853735,66323,POS,Germany,Visa,Electronics,Tablet,1,0
1656,4685.104326040158,38990,Online,Germany,Discover,Electronics,Laptop,1,0
1657,2771.2421923583192,9873,Online,Canada,Amex,Grocery,Tablet,1,0
1658,1531.0939317368277,82542,ATM,USA,Discover,Food,Laptop,0,0
1659,1987.9226777860456,85761,POS,Germany,Discover,Travel,Tablet,1,0
1660,2238.776689821654,36444,ATM,USA,Visa,Travel,Mobile,0,0
1661,3004.9686951362833,35340,Online,Germany,Discover,Food,Mobile,0,0
1662,2580.8187413440064,5033,Online,Germany,Visa,Travel,Desktop,1,0
1663,4597.3629062060145,73324,ATM,UK,Discover,Retail,Mobile,0,0
1664,2487.3325971146223,15689,Online,India,MasterCard,Travel,Mobile,0,0
1665,4960.8292840424465,66,POS,India,Amex,Retail,Laptop,0,0
1666,4257.867663936753,45246,ATM,USA,Visa,Food,Mobile,1,0
1667,1046.5100192148923,7533,POS,India,Visa,Travel,Laptop,0,0
1668,4653.323097146362,80639,POS,USA,Amex,Travel,Laptop,0,0
1669,586.250157437953,70152,Online,Germany,Visa,Retail,Laptop,1,0
1670,4088.161293913502,59658,POS,UK,Amex,Retail,Tablet,1,0
1671,1906.2133509155176,38498,ATM,UK,MasterCard,Electronics,Laptop,0,0
1672,4390.4817306231225,11772,POS,Germany,Discover,Grocery,Tablet,1,0
1673,4340.943167086714,49036,POS,Canada,MasterCard,Travel,Laptop,1,0
1674,4030.5973735875177,58531,POS,Canada,Discover,Grocery,Tablet,0,1
1675,3951.2020293537716,12940,POS,India,Amex,Grocery,Desktop,0,0
1676,1526.8722997947136,16932,POS,USA,MasterCard,Travel,Desktop,0,0
1677,409.19181884100465,56827,Online,UK,Discover,Retail,Tablet,1,0
1678,2017.8859929319815,61431,ATM,India,Amex,Electronics,Desktop,0,0
1679,871.7549523576108,24648,Online,Germany,Discover,Food,Mobile,0,0
1680,3476.280689067796,32966,ATM,UK,Visa,Travel,Laptop,1,0
1681,1733.7681340562388,27777,ATM,USA,Visa,Travel,Tablet,1,0
1682,4878.172953295275,32567,ATM,USA,Amex,Food,Desktop,1,0
1683,3206.655526339933,17174,ATM,Canada,Discover,Grocery,Desktop,1,0
1684,4113.290415353633,42598,ATM,India,Visa,Electronics,Mobile,0,0
1685,666.9607403455329,59199,POS,Germany,MasterCard,Grocery,Laptop,0,0
1686,4310.762338951749,13798,Online,UK,Discover,Food,Mobile,0,0
1687,4614.172166614405,65364,Online,USA,Discover,Food,Tablet,1,1
1688,2437.874284500585,17558,POS,UK,Visa,Electronics,Desktop,0,0
1689,3033.233424066132,61084,ATM,Germany,Visa,Food,Desktop,1,0
1690,3825.224955510462,44237,Online,UK,Amex,Food,Desktop,1,0
1691,878.3189431657606,65497,POS,India,Discover,Electronics,Mobile,1,0
1692,2515.3175519348947,178,POS,Canada,MasterCard,Travel,Mobile,0,0
1693,1996.321823722704,86006,Online,UK,Visa,Grocery,Laptop,1,0
1694,736.1380908504343,17118,Online,Canada,Discover,Travel,Tablet,0,0
1695,1840.8344393461996,22616,ATM,Germany,Visa,Travel,Laptop,0,0
1696,345.5206853805404,798,ATM,Canada,Amex,Grocery,Laptop,0,0
1697,133.9304752126875,7601,Online,UK,Discover,Travel,Desktop,1,0
1698,680.1556143283397,25363,ATM,UK,Discover,Electronics,Mobile,0,0
1699,4815.759982387924,2795,POS,USA,Amex,Grocery,Tablet,0,0
1700,2749.9000317956097,45264,ATM,UK,MasterCard,Retail,Laptop,1,0
1701,4829.281694960334,72833,ATM,Canada,Visa,Travel,Tablet,0,0
1702,2165.3269022590093,3084,POS,USA,Amex,Food,Desktop,1,0
1703,1562.5215847608715,76646,ATM,UK,Discover,Grocery,Laptop,0,0
1704,2533.1786048870194,731,POS,UK,Amex,Retail,Mobile,1,0
1705,2200.360884721386,1129,ATM,Germany,Discover,Food,Laptop,1,0
1706,532.7950978874109,28022,Online,USA,Amex,Retail,Desktop,1,0
1707,3205.9274418775803,1605,ATM,Germany,MasterCard,Travel,Laptop,1,0
1708,1084.11072163545,77506,Online,Germany,Discover,Food,Desktop,1,0
1709,3099.841834714659,44130,Online,Germany,Amex,Travel,Laptop,0,0
1710,3252.7544565287762,29265,Online,India,MasterCard,Food,Tablet,0,0
1711,764.3641413775973,32330,Online,Germany,MasterCard,Grocery,Mobile,0,0
1712,311.44138741778744,68469,Online,Canada,Visa,Electronics,Desktop,0,0
1713,3904.904122411857,15187,POS,UK,Discover,Electronics,Tablet,1,0
1714,2301.703116727754,25791,POS,India,Visa,Retail,Desktop,1,0
1715,295.5281585498516,70610,POS,Germany,MasterCard,Food,Laptop,0,0
1716,4974.357254262987,39867,Online,UK,Visa,Travel,Desktop,1,0
1717,293.61390217685135,893,ATM,USA,Visa,Grocery,Desktop,0,0
1718,3476.7009681484733,19773,POS,USA,Amex,Grocery,Mobile,1,0
1719,4918.476231690751,4239,ATM,UK,Visa,Grocery,Tablet,1,0
1720,1199.7046205585484,20863,ATM,Canada,MasterCard,Electronics,Laptop,0,0
1721,715.535596592545,51415,Online,UK,Visa,Travel,Mobile,0,0
1722,611.3177724150323,68968,Online,UK,Discover,Grocery,Desktop,1,0
1723,1519.8593621001398,60430,Online,India,Amex,Grocery,Mobile,0,0
1724,509.72382599818025,1515,POS,USA,MasterCard,Retail,Desktop,0,0
1725,3462.345901762189,14605,Online,USA,Visa,Food,Laptop,0,0
1726,316.1475316596632,56240,POS,Germany,Discover,Food,Desktop,0,0
1727,2549.5635301081998,5586,POS,UK,MasterCard,Food,Mobile,1,0
1728,4983.500784995619,31186,POS,UK,Visa,Retail,Mobile,1,0
1729,4070.781496182564,26928,POS,Canada,Amex,Electronics,Desktop,1,0
1730,3078.021093963899,83087,Online,USA,Visa,Retail,Tablet,1,0
1731,1534.7368358291253,20711,POS,Canada,MasterCard,Grocery,Mobile,0,0
1732,3121.359702276734,54962,Online,India,MasterCard,Travel,Tablet,0,0
1733,2637.5721122387,20039,Online,Germany,MasterCard,Grocery,Tablet,0,0
1734,2133.2865025324054,36561,POS,Canada,Discover,Grocery,Tablet,1,0
1735,657.8983318172964,75483,Online,USA,Visa,Travel,Tablet,1,0
1736,4433.588055126132,81395,ATM,India,Visa,Food,Mobile,1,0
1737,2251.674320862506,1577,Online,UK,Visa,Retail,Mobile,1,0
1738,977.1394465447215,28350,Online,India,Amex,Electronics,Tablet,0,0
1739,1841.9579576320616,33798,POS,Canada,Discover,Grocery,Mobile,0,0
1740,2073.5781138819907,81417,POS,USA,Discover,Grocery,Tablet,0,0
1741,4138.551788356537,10785,Online,Canada,Amex,Electronics,Tablet,1,0
1742,3669.403830904203,72227,POS,UK,Discover,Retail,Tablet,1,0
1743,3847.677943738492,61957,ATM,UK,Amex,Grocery,Desktop,1,0
1744,60.101165821092835,65431,ATM,USA,MasterCard,Electronics,Laptop,1,0
1745,2083.6892209079087,17297,POS,Germany,MasterCard,Grocery,Mobile,1,0
1746,2409.3140374184413,71894,Online,India,Discover,Food,Mobile,1,0
1747,100.86542273116815,63772,ATM,India,MasterCard,Food,Tablet,0,0
1748,1302.766977681446,19581,ATM,UK,MasterCard,Grocery,Desktop,1,0
1749,3802.647666495064,55192,Online,Canada,MasterCard,Grocery,Desktop,1,1
1750,689.8629801163503,1462,POS,Canada,Visa,Food,Mobile,1,0
1751,2678.8741066056955,64173,ATM,Germany,MasterCard,Grocery,Tablet,0,0
1752,1079.9333507261013,15511,Online,Canada,Visa,Retail,Mobile,0,0
1753,65.54326934624689,76106,Online,India,Amex,Retail,Tablet,1,0
1754,1209.8012807097098,48665,ATM,Canada,Amex,Travel,Tablet,0,0
1755,4879.489405775718,44414,POS,Germany,Amex,Retail,Laptop,0,0
1756,4008.677873855533,81010,ATM,India,Amex,Grocery,Tablet,0,0
1757,4798.085338383562,72573,Online,Canada,Amex,Grocery,Laptop,1,0
1758,2441.8309494121804,13386,ATM,India,MasterCard,Electronics,Mobile,0,0
1759,553.13231239413,54460,POS,UK,MasterCard,Retail,Mobile,0,0
1760,2742.0576474235963,6221,Online,UK,MasterCard,Food,Desktop,0,0
1761,2274.6147861270047,23474,POS,UK,Amex,Food,Laptop,1,0
1762,4222.563628284382,21045,ATM,Canada,Amex,Travel,Mobile,0,0
1763,494.9224910173017,4922,ATM,Germany,Visa,Electronics,Laptop,1,0
1764,2443.764479423782,22706,POS,India,Discover,Food,Mobile,0,0
1765,754.4930801464513,42771,ATM,USA,MasterCard,Travel,Laptop,1,0
1766,1626.7562548158496,52335,POS,UK,Discover,Retail,Laptop,1,0
1767,3688.0986015520593,52949,ATM,UK,Amex,Electronics,Tablet,1,0
1768,2382.710556196989,70714,POS,USA,Amex,Electronics,Mobile,1,0
1769,1882.5619843031177,15240,POS,USA,Amex,Grocery,Desktop,1,0
1770,1975.4090114573264,2716,Online,Canada,Discover,Retail,Tablet,0,0
1771,2299.9366081879034,16574,Online,India,Visa,Electronics,Desktop,0,0
1772,3926.157636466099,83255,POS,UK,Amex,Travel,Laptop,0,0
1773,4460.963021256471,73717,ATM,Germany,Visa,Food,Tablet,1,0
1774,4776.896759087122,44066,ATM,Canada,Visa,Retail,Laptop,1,0
1775,3935.582414345199,61826,ATM,Canada,MasterCard,Retail,Mobile,1,0
1776,1580.4574442613236,20213,POS,Germany,Discover,Electronics,Mobile,0,0
1777,3442.232856902278,71916,POS,Germany,Amex,Electronics,Desktop,1,0
1778,2190.8276046566825,66151,POS,Germany,Visa,Electronics,Mobile,1,0
1779,1277.0797571200255,50906,POS,USA,Discover,Travel,Desktop,1,0
1780,4205.153539232483,463,Online,UK,Discover,Grocery,Laptop,1,0
1781,196.93961306681337,31973,POS,USA,Amex,Electronics,Tablet,0,0
1782,4509.30115071644,74694,ATM,UK,MasterCard,Grocery,Mobile,1,0
1783,2310.079935800547,20651,Online,USA,MasterCard,Grocery,Laptop,1,0
1784,3187.821376657361,68694,ATM,India,Visa,Retail,Tablet,1,0
1785,3298.4728414178844,20008,POS,UK,MasterCard,Food,Laptop,1,0
1786,4476.113114829149,70474,Online,Canada,MasterCard,Food,Desktop,0,0
1787,3185.1650624252006,38185,POS,UK,MasterCard,Travel,Laptop,1,0
1788,3071.5982558765086,74417,Online,UK,Discover,Travel,Desktop,0,0
1789,337.9269426006464,71139,ATM,UK,Amex,Food,Desktop,0,0
1790,2594.4480696162946,34980,POS,India,Discover,Food,Mobile,1,0
1791,755.094159081123,22504,POS,USA,Discover,Retail,Desktop,1,0
1792,3688.4816747638206,54970,Online,Canada,Amex,Retail,Desktop,0,0
1793,2563.548494459309,16766,Online,USA,Discover,Food,Laptop,1,0
1794,3402.7377571457246,11695,POS,USA,Visa,Electronics,Desktop,1,0
1795,213.1561385089094,17796,Online,Germany,Visa,Electronics,Desktop,0,0
1796,428.53612014878706,42543,POS,India,Discover,Retail,Laptop,0,0
1797,3583.035323373098,14559,Online,Germany,MasterCard,Grocery,Tablet,0,0
1798,365.06125831337346,33139,ATM,India,Discover,Food,Mobile,0,0
1799,360.9273551874667,8802,Online,USA,MasterCard,Travel,Laptop,0,0
1800,65.48183379826281,73843,ATM,USA,Discover,Electronics,Desktop,0,0
1801,4782.724484505903,40205,Online,India,Visa,Grocery,Laptop,1,0
1802,3688.85425549774,34159,Online,USA,MasterCard,Electronics,Tablet,1,0
1803,1769.4907854678104,11516,POS,USA,Visa,Grocery,Laptop,1,0
1804,1486.1952285318378,50492,Online,Canada,Discover,Food,Laptop,1,0
1805,1751.7676325805185,29086,Online,Germany,Amex,Food,Laptop,1,0
1806,3874.3943882500034,30480,ATM,Germany,MasterCard,Food,Laptop,1,0
1807,3308.54620229672,52091,Online,Germany,MasterCard,Retail,Desktop,1,0
1808,930.0518614980024,47766,POS,UK,Discover,Grocery,Laptop,1,0
1809,874.6761299937513,38737,ATM,Canada,Discover,Travel,Tablet,1,0
1810,496.4862703184196,9265,POS,Germany,MasterCard,Travel,Laptop,0,0
1811,3303.212084908184,70990,POS,Germany,Amex,Food,Laptop,0,0
1812,3823.041447797571,15386,POS,Canada,Discover,Travel,Desktop,1,0
1813,1328.906909483395,37425,POS,USA,Discover,Electronics,Desktop,1,0
1814,109.62008034940949,43254,ATM,Germany,Discover,Grocery,Laptop,0,0
1815,415.4474790447546,53634,Online,USA,Amex,Grocery,Desktop,0,0
1816,4839.4608740509275,47662,POS,Germany,MasterCard,Grocery,Desktop,0,0
1817,1480.7466634997143,75452,ATM,India,Visa,Electronics,Laptop,1,0
1818,3847.2696234514774,10143,POS,UK,Discover,Retail,Desktop,0,0
1819,3125.1945264270475,15581,Online,Germany,Amex,Electronics,Mobile,0,0
1820,1912.788500066215,67443,ATM,India,MasterCard,Grocery,Mobile,0,0
1821,1032.4078746667979,29424,ATM,Canada,MasterCard,Grocery,Mobile,1,0
1822,611.3251587062351,41984,Online,India,Amex,Grocery,Desktop,0,0
1823,3076.9897753541386,41505,ATM,Canada,Discover,Travel,Mobile,1,0
1824,3874.2957342857508,62699,Online,Germany,Visa,Retail,Tablet,0,0
1825,3221.3017464379477,26957,ATM,Canada,Discover,Electronics,Mobile,0,0
1826,2653.8591555795456,25464,ATM,India,MasterCard,Grocery,Tablet,1,0
1827,214.54636104102315,23649,Online,UK,Visa,Food,Desktop,0,0
1828,4842.601444083947,42065,Online,USA,Discover,Retail,Mobile,0,0
1829,3994.5773873146,34758,ATM,USA,Visa,Food,Tablet,0,0
1830,1467.646073321319,5596,ATM,UK,Amex,Retail,Desktop,1,0
1831,4899.951795147459,16374,Online,USA,Discover,Grocery,Mobile,1,0
1832,3011.398540233429,3775,Online,Germany,MasterCard,Retail,Laptop,1,0
1833,2914.201177745196,27388,ATM,Germany,MasterCard,Retail,Mobile,0,0
1834,3741.6255312505127,21029,ATM,India,Visa,Grocery,Mobile,1,0
1835,4059.7900915102373,83981,ATM,India,Amex,Food,Mobile,0,0
1836,3284.1106436208556,53639,Online,Canada,Discover,Food,Laptop,0,0
1837,644.8382530991692,14645,ATM,India,Amex,Travel,Tablet,0,0
1838,1694.6461924425196,31105,POS,Germany,Amex,Food,Tablet,0,0
1839,4640.777783428618,13668,Online,India,Visa,Food,Laptop,0,0
1840,1126.9549811600405,15960,ATM,USA,Visa,Retail,Mobile,0,0
1841,1863.9742840683791,11357,Online,Canada,Discover,Travel,Mobile,0,0
1842,2163.224030306259,64604,POS,Canada,MasterCard,Grocery,Mobile,0,0
1843,2199.8279235237887,51796,Online,Germany,Discover,Grocery,Tablet,1,0
1844,3066.633214560155,15804,ATM,India,Amex,Electronics,Tablet,1,0
1845,4715.663809534814,14626,POS,USA,Visa,Travel,Laptop,0,0
1846,1207.2600956033623,28132,POS,India,Amex,Retail,Desktop,1,0
1847,611.8993746230857,7951,ATM,UK,Visa,Electronics,Laptop,1,0
1848,991.3650968503869,6449,ATM,India,MasterCard,Electronics,Tablet,1,0
1849,4435.189876545302,19065,ATM,Germany,Amex,Grocery,Mobile,0,0
1850,3230.825009212754,9130,Online,India,Visa,Food,Mobile,1,0
1851,1433.1044122496048,62287,Online,Canada,Discover,Retail,Mobile,0,0
1852,4080.6549601482434,51702,Online,USA,Discover,Travel,Mobile,1,0
1853,4307.543131835363,36993,ATM,Germany,Discover,Electronics,Desktop,1,0
1854,4233.339121757939,31875,ATM,UK,Amex,Retail,Laptop,1,0
1855,4595.038035529575,6054,Online,USA,Visa,Grocery,Laptop,0,0
1856,1264.943895765941,48517,POS,USA,Visa,Electronics,Tablet,0,0
1857,3776.43443408766,76368,Online,Canada,Visa,Electronics,Laptop,0,0
1858,2305.3947888843295,29670,POS,Canada,Amex,Grocery,Desktop,0,0
1859,4210.782771685857,49112,ATM,Canada,Visa,Grocery,Desktop,0,0
1860,3643.810932422258,28307,ATM,Germany,MasterCard,Grocery,Desktop,0,0
1861,3883.3549952661247,67087,Online,India,Amex,Retail,Mobile,0,0
1862,3282.528379216952,47922,Online,USA,MasterCard,Retail,Tablet,0,0
1863,891.2567035011858,63080,ATM,India,MasterCard,Retail,Desktop,0,0
1864,2727.409459890207,79335,Online,India,Discover,Food,Laptop,1,0
1865,4923.425348924919,26312,ATM,Canada,Amex,Electronics,Laptop,1,0
1866,4687.253392153109,66985,ATM,India,Visa,Retail,Laptop,0,0
1867,220.6528103060733,57608,POS,USA,MasterCard,Food,Desktop,1,0
1868,828.2500045685384,40277,Online,USA,Amex,Electronics,Desktop,1,0
1869,662.9852234055368,31551,ATM,UK,Visa,Retail,Laptop,0,0
1870,3631.269650376551,56597,Online,Germany,Discover,Grocery,Desktop,0,0
1871,4089.8377226354405,45212,POS,India,Amex,Travel,Laptop,1,0
1872,1071.4892747218062,9637,POS,Germany,Amex,Retail,Mobile,0,0
1873,2531.734201294386,43258,Online,Germany,Amex,Travel,Desktop,1,0
1874,4204.311624915944,35693,Online,Germany,Visa,Retail,Mobile,0,0
1875,3665.3437161074216,9824,ATM,Germany,MasterCard,Grocery,Mobile,1,0
1876,2713.4748414317824,26950,POS,USA,MasterCard,Travel,Desktop,0,0
1877,2953.7867138415704,23488,POS,India,Amex,Food,Laptop,1,0
1878,2544.2609318468185,215,POS,UK,Amex,Grocery,Tablet,1,0
1879,1491.2545143375087,11523,Online,Germany,Visa,Travel,Mobile,1,0
1880,2827.2848543307855,75900,ATM,UK,Discover,Travel,Desktop,1,0
1881,3445.982083740203,68689,Online,USA,Amex,Grocery,Mobile,0,0
1882,4367.247964724735,23834,Online,USA,Amex,Grocery,Laptop,1,0
1883,3183.275313126344,34474,Online,Canada,Discover,Grocery,Desktop,0,0
1884,3806.802077530574,43066,ATM,Germany,Amex,Electronics,Tablet,1,0
1885,804.5578165980921,10400,Online,Canada,MasterCard,Food,Desktop,0,0
1886,2310.4795847268506,10345,POS,UK,Amex,Retail,Mobile,1,0
1887,51.611441036331016,33896,POS,India,MasterCard,Travel,Desktop,0,0
1888,1237.160928285507,85430,POS,Canada,Visa,Retail,Desktop,1,0
1889,3633.6762669894592,28899,ATM,USA,Visa,Grocery,Mobile,1,0
1890,4959.09070699007,28229,Online,Germany,MasterCard,Food,Tablet,0,0
1891,500.39460743814345,5583,ATM,UK,MasterCard,Food,Laptop,1,0
1892,2010.464107727135,4897,Online,USA,Discover,Electronics,Desktop,1,0
1893,4001.354488652302,71537,POS,India,MasterCard,Grocery,Tablet,1,0
1894,1024.1579949713496,4567,Online,Germany,MasterCard,Travel,Laptop,1,0
1895,2777.64932176492,74807,Online,India,Amex,Electronics,Mobile,0,0
1896,3666.691123668226,77239,Online,India,Discover,Grocery,Tablet,1,0
1897,3081.847324049594,13329,ATM,Germany,MasterCard,Electronics,Tablet,0,0
1898,944.1835494040035,71792,Online,Germany,MasterCard,Retail,Desktop,0,0
1899,1780.1459205852684,228,Online,India,MasterCard,Grocery,Mobile,0,0
1900,3920.039963504559,82214,Online,UK,Amex,Travel,Desktop,0,0
1901,2773.3614380894232,37052,ATM,Germany,Amex,Travel,Mobile,1,0
1902,31.12191964684912,57769,ATM,USA,Amex,Grocery,Laptop,1,1
1903,3806.148846340329,46032,ATM,Canada,Visa,Electronics,Desktop,0,0
1904,181.38021792649417,33686,Online,UK,Amex,Food,Mobile,1,0
1905,3729.9402447425045,76981,POS,Germany,MasterCard,Grocery,Mobile,1,0
1906,1016.3903980253609,63261,POS,Germany,Amex,Travel,Tablet,0,0
1907,4790.577033196304,2809,POS,UK,Amex,Retail,Desktop,0,0
1908,1842.864052753912,41785,Online,Canada,Discover,Travel,Desktop,0,0
1909,1638.0234236087051,36547,POS,India,MasterCard,Food,Laptop,1,0
1910,748.6958114105612,42818,POS,USA,Amex,Travel,Mobile,0,0
1911,1531.4930563736234,71927,POS,Germany,Visa,Food,Tablet,0,0
1912,4383.870555331861,65681,Online,Canada,Discover,Grocery,Mobile,1,0
1913,4981.6900164481,79465,POS,USA,Amex,Travel,Mobile,1,0
1914,1844.7061048817075,37333,POS,UK,Discover,Electronics,Mobile,1,0
1915,2245.8101016179403,16576,Online,Germany,Discover,Electronics,Desktop,1,1
1916,3611.7443363226716,39405,ATM,India,Visa,Travel,Mobile,1,0
1917,4431.547923423047,73779,POS,UK,Visa,Travel,Laptop,1,0
1918,2967.2564492629867,31601,ATM,Germany,Visa,Retail,Tablet,1,0
1919,1960.6708623982574,67946,POS,Canada,MasterCard,Travel,Tablet,1,0
1920,2066.0460950388756,67356,Online,USA,Discover,Retail,Mobile,0,0
1921,3479.61264175155,52116,ATM,USA,Amex,Retail,Tablet,1,0
1922,21.075226703372014,62894,ATM,Germany,Visa,Retail,Mobile,0,0
1923,3099.8487406119043,34635,ATM,UK,Visa,Retail,Desktop,1,0
1924,1780.6875871545801,7465,ATM,India,Discover,Grocery,Tablet,1,0
1925,3972.015669729036,56754,POS,Canada,Discover,Electronics,Desktop,0,0
1926,469.4882459165451,85119,POS,Germany,Discover,Retail,Desktop,1,0
1927,2943.0703234072107,38871,ATM,Canada,Amex,Electronics,Laptop,0,0
1928,2407.459584981188,62874,POS,USA,MasterCard,Retail,Laptop,1,0
1929,3213.416001896611,77733,ATM,India,MasterCard,Electronics,Tablet,0,0
1930,328.9437044424269,29511,ATM,Canada,Visa,Travel,Mobile,0,0
1931,2902.0190182035158,80960,Online,Germany,MasterCard,Travel,Mobile,1,0
1932,2809.615516857821,48821,ATM,India,Amex,Electronics,Mobile,0,0
1933,2805.497171608774,65776,POS,UK,MasterCard,Retail,Mobile,0,0
1934,3019.4208946492918,70167,ATM,Germany,Amex,Grocery,Laptop,1,0
1935,3383.9573464456794,75135,Online,Canada,Visa,Electronics,Mobile,1,0
1936,4025.920053405445,44462,POS,India,Discover,Food,Mobile,0,0
1937,1352.7544970404306,61382,Online,Germany,Amex,Grocery,Desktop,1,0
1938,4126.12180384941,32574,Online,India,Discover,Food,Mobile,0,0
1939,2493.787132905951,41910,ATM,India,Visa,Electronics,Mobile,0,0
1940,389.90610427598415,73531,Online,India,Amex,Retail,Laptop,0,0
1941,297.4618915736761,25186,Online,Canada,Amex,Food,Tablet,1,0
1942,1674.5204018868237,22813,POS,Germany,MasterCard,Electronics,Desktop,1,0
1943,3925.5604006717804,78812,Online,USA,Amex,Grocery,Desktop,0,0
